"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","45-49",8,7
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","50-54",7,6
"嚴重特殊傳染性肺炎","2021","22","桃園市","桃園區","M","否","20-24",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","M","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","45-49",6,7
"嚴重特殊傳染性肺炎","2021","23","彰化縣","員林市","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","M","否","50-54",8,9
"嚴重特殊傳染性肺炎","2021","23","新北市","板橋區","F","否","55-59",6,5
"嚴重特殊傳染性肺炎","2021","23","桃園市","中壢區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","台中市","大里區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","24","台中市","大里區","M","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中山區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","65-69",NA,1
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","M","否","70+",1,2
"嚴重特殊傳染性肺炎","2021","24","台北市","南港區","F","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","70+",16,15
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","M","否","70+",10,8
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","F","否","50-54",3,2
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","M","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","M","否","50-54",NA,1
