"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","22","台北市","北投區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","60-64",3,4
"嚴重特殊傳染性肺炎","2021","26","空值","空值","M","是","50-54",2,1
"嚴重特殊傳染性肺炎","2021","29","嘉義縣","水上鄉","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","高雄市","三民區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","信義區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","內湖區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","內湖區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","北投區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","士林區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","士林區","F","否","55-59",NA,1
"嚴重特殊傳染性肺炎","2021","30","台北市","大安區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","文山區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","松山區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","松山區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","萬華區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","萬華區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","萬華區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","萬華區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","中埔鄉","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","太保市","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","太保市","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","梅山鄉","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","水上鄉","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","水上鄉","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","水上鄉","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","鹿草鄉","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義縣","鹿草鄉","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","三重區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","三重區","M","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","30","新北市","三重區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","板橋區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","板橋區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","永和區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","永和區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","汐止區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","汐止區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","蘆洲區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","蘆洲區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","空值","空值","F","是","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","30","空值","空值","F","是","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","空值","空值","M","是","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","30","空值","空值","M","是","50-54",2,1
