"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","個案研判日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","15-19","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","20-24","2022/06/11",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","30-34","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","40-44","2022/06/09",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","45-49","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","50-54","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","55-59","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","60-64","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","65-69","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","女","否","70+","2022/06/11",3,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","10-14","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","20-24","2022/06/11",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","25-29","2022/06/11",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","30-34","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","40-44","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","45-49","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","5-9","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","50-54","2022/06/11",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","55-59","2022/06/11",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","65-69","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","男","否","70+","2022/06/11",3,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","0","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","1","2022/06/11",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","10-14","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","15-19","2022/06/11",5,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","2","2022/06/11",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","20-24","2022/06/11",5,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","25-29","2022/06/10",4,3
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","25-29","2022/06/11",8,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","3","2022/06/11",4,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","30-34","2022/06/11",3,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","35-39","2022/06/11",7,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","4","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","40-44","2022/06/11",5,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","45-49","2022/06/11",3,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","5-9","2022/06/11",3,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","50-54","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","55-59","2022/06/11",3,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","60-64","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","65-69","2022/06/11",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","女","否","70+","2022/06/11",4,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","0","2022/06/11",5,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","1","2022/06/11",3,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","男","否","10-14","2022/06/11",1,NA
