"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","50-54",26,25
"嚴重特殊傳染性肺炎","2021","20","新北市","中和區","F","否","70+",13,12
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","M","否","35-39",1,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","45-49",12,11
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","50-54",7,8
"嚴重特殊傳染性肺炎","2021","21","新北市","中和區","F","否","70+",16,17
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","40-44",12,11
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","M","否","25-29",13,12
"嚴重特殊傳染性肺炎","2021","22","新北市","土城區","M","否","55-59",5,4
"嚴重特殊傳染性肺炎","2021","22","新北市","樹林區","M","否","0",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","永和區","F","否","40-44",4,5
"嚴重特殊傳染性肺炎","2021","22","新北市","永和區","M","否","0",NA,1
"嚴重特殊傳染性肺炎","2021","22","新北市","永和區","M","否","25-29",4,5
"嚴重特殊傳染性肺炎","2021","22","新北市","永和區","M","否","55-59",3,4
"嚴重特殊傳染性肺炎","2021","23","台南市","北區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","30-34",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","65-69",7,6
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","M","否","20-24",7,5
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","M","否","40-44",5,4
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","30-34",4,5
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","45-49",5,6
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","50-54",6,7
