"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","F","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","M","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","19","新北市","新莊區","M","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","20","南投縣","名間鄉","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","20","台中市","清水區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","20","台中市","西屯區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","60-64",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","松山區","F","否","25-29",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","50-54",60,59
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","60-64",45,44
"嚴重特殊傳染性肺炎","2021","20","基隆市","中正區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","三峽區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","新莊區","F","否","60-64",14,13
"嚴重特殊傳染性肺炎","2021","20","新北市","新莊區","M","否","70+",9,8
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","M","否","60-64",30,31
"嚴重特殊傳染性肺炎","2021","20","新北市","永和區","F","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","20","新竹縣","竹北市","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","21","南投縣","草屯鎮","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","霧峰區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","霧峰區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","內湖區","F","否","25-29",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","內湖區","F","否","60-64",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","F","否","65-69",5,4
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","55-59",9,8
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","70+",8,7
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","45-49",11,10
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","50-54",20,19
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","60-64",21,19
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","65-69",21,20
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","45-49",12,11
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","55-59",27,26
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","70+",41,40
"嚴重特殊傳染性肺炎","2021","21","台南市","佳里區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","21","基隆市","中山區","M","否","45-49",NA,1
"嚴重特殊傳染性肺炎","2021","21","基隆市","中正區","M","否","10-14",1,NA
