"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","宜蘭市","F","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","宜蘭市","F","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","頭城鎮","F","否","50-54",NA,1
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","M","否","70+",6,5
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","70+",29,28
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","五結鄉","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","宜蘭市","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","宜蘭市","F","否","55-59",NA,1
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","頭城鎮","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","新莊區","M","否","50-54",7,8
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","M","否","60-64",28,29
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","M","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","70+",26,27
"嚴重特殊傳染性肺炎","2021","21","宜蘭縣","五結鄉","M","否","30-34",1,2
"嚴重特殊傳染性肺炎","2021","21","宜蘭縣","宜蘭市","F","否","0",1,NA
"嚴重特殊傳染性肺炎","2021","21","宜蘭縣","宜蘭市","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","新北市","土城區","M","否","70+",5,6
"嚴重特殊傳染性肺炎","2021","21","新北市","新莊區","M","否","50-54",7,6
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","F","否","70+",11,12
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","M","否","60-64",14,13
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","M","否","70+",5,6
"嚴重特殊傳染性肺炎","2021","22","宜蘭縣","宜蘭市","F","否","0",NA,1
"嚴重特殊傳染性肺炎","2021","22","宜蘭縣","宜蘭市","F","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","22","宜蘭縣","宜蘭市","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","23","宜蘭縣","宜蘭市","F","否","60-64",NA,1
"嚴重特殊傳染性肺炎","2021","23","新北市","板橋區","F","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","24","新北市","新店區","M","否","65-69",NA,1
"嚴重特殊傳染性肺炎","2021","25","台北市","大安區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","中和區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","板橋區","F","否","45-49",1,2
"嚴重特殊傳染性肺炎","2021","25","新北市","板橋區","F","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","25","新北市","林口區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","深坑區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","內湖區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","內湖區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","內湖區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","文山區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","中和區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","中和區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","26","新北市","八里區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新店區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","F","否","45-49",3,2
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","F","否","50-54",NA,1
"嚴重特殊傳染性肺炎","2021","26","新北市","樹林區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","中壢區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","信義區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","信義區","M","否","35-39",2,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","信義區","M","否","40-44",3,1
"嚴重特殊傳染性肺炎","2021","27","台北市","內湖區","F","否","0",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","內湖區","F","否","2",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","內湖區","F","否","40-44",2,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","士林區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","士林區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","士林區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","士林區","M","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","大同區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","大同區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","大安區","F","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","大安區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","大安區","M","否","10-14",1,NA
