"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","汐止區","M","否","65-69",2,3
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","21","新北市","中和區","F","否","50-54",11,12
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","60-64",15,14
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","60-64",5,6
"嚴重特殊傳染性肺炎","2021","24","新北市","淡水區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","深坑區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","士林區","M","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","25","台北市","文山區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","文山區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","25","新北市","三重區","M","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","25","新北市","五股區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","新店區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","板橋區","F","否","40-44",4,3
"嚴重特殊傳染性肺炎","2021","25","新北市","板橋區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","25","新北市","永和區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","25","桃園市","桃園區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","25","高雄市","三民區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","25","高雄市","鳳山區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","中正區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","信義區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","信義區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","信義區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","北投區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","北投區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","北投區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","26","台北市","北投區","M","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","北投區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","士林區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","大同區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","大同區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","大安區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","文山區","F","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","26","台北市","文山區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","文山區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","松山區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","26","屏東縣","枋山鄉","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三峽區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三重區","M","否","30-34",2,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三重區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","中和區","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","五股區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","五股區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","五股區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新店區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新店區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新店區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","汐止區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","泰山區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","泰山區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","中壢區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","中壢區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","桃園區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","龜山區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","空值","空值","M","是","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","26","苗栗縣","竹南鎮","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","苗栗縣","竹南鎮","M","否","3",1,NA
