"Id","CenterLatitude","CenterLongitude","AccessURL","Title","ProjectNo","ProjectName","Date","Class.x","Class.y"
"03-001KZ",23.87813153,120.97298652,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200430_120972987_023878132_19_000_RSImage_UAV_Ortho/","20200430_正射影像_南投縣魚池鄉東光村","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2020-04-30","正射影像",NA
"03-001L0",24.19952957,120.61819505,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20200515_120618195_024199530_18_000_RSImage_UAV_Ortho/","20200515_正射影像_臺中市西屯區林厝里","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2020-05-15","正射影像",NA
"03-001L1",24.29262119,120.7243021,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210515_120724302_024292621_18_000_RSImage_UAV_Ortho/","20210515_正射影像_臺中市后里區廣福里","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-05-15","正射影像",NA
"03-001L2",24.1439117,120.59867226,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210430_120598672_024143912_20_000_RSImage_UAV_Ortho/","20210430_正射影像_臺中市南屯區春社里","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-04-30","正射影像",NA
"03-001L3",24.46510737,120.76921364,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210515_120769214_024465107_19_000_RSImage_UAV_Ortho/","20210515_正射影像_苗栗縣銅鑼鄉九湖村","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-05-15","正射影像",NA
"03-001L4",24.29267372,120.72443627,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210625_120724436_024292674_18_000_RSImage_UAV_Ortho/","20210625_正射影像_臺中市后里區廣福里","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-06-25","正射影像",NA
"03-001L5",23.87816428,120.97305635,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210625_120973056_023878164_19_000_RSImage_UAV_Ortho/","20210625_正射影像_南投縣魚池鄉東光村","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-06-25","正射影像",NA
"03-001L6",24.52805663,121.98908359,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20211121_121989084_024528057_16_000_RSImage_UAV_Ortho/",NA,"110LL032","110年蘭台大規模崩塌潛勢示範區觀測科技整合研究","2021-11-21","正射影像",NA
"03-001L7",25.13447478,122.25694477,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20220224_122256945_025134475_16_000_RSImage_UAV_Ortho/","20220224_正射影像_基隆市中正區碧砂里","111000NP","非委辦計畫類","2022-02-24","正射影像",NA
"03-001L9",23.87782154,120.97336343,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210815_120973363_023877822_18_000_RSImage_UAV_Ortho/","20210815_正射影像_南投縣魚池鄉東光村","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-08-15","正射影像",NA
"03-001LA",24.29277553,120.7242316,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210815_120724232_024292776_19_000_RSImage_UAV_Ortho/","20210815_正射影像_臺中市后里區廣福里","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-08-15","正射影像",NA
"03-001LB",24.19977885,120.61828514,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210815_120618285_024199779_18_000_RSImage_UAV_Ortho/","20210815_正射影像_臺中市西屯區林厝里","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-08-15","正射影像",NA
"03-001LC",24.4650419,120.76918216,"https://storage.geodac.tw/Tile/RSImage/UAV/Ortho/20210625_120769182_024465042_19_000_RSImage_UAV_Ortho/","20210625_正射影像_苗栗縣銅鑼鄉九湖村","110WS061","臺灣地區山坡地沉砂設施量體初步探討及圖冊編制","2021-06-25","正射影像",NA
