"確定病名","縣市","鄉鎮","性別","是否為境外移入","年齡層","發病日","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","10-14","2022/05/16",2,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","10-14","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","25-29","2022/05/10",NA,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","25-29","2022/05/18",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","30-34","2022/05/16",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","30-34","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","35-39","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","5-9","2022/05/17",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","5-9","2022/05/18",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","55-59","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","F","否","55-59","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","10-14","2022/05/16",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","10-14","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","10-14","2022/05/18",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","20-24","2022/05/13",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","20-24","2022/05/16",3,2
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","20-24","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","20-24","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","25-29","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","30-34","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","35-39","2022/05/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","35-39","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","40-44","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","5-9","2022/05/16",2,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","5-9","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","5-9","2022/05/18",2,NA
"嚴重特殊傳染性肺炎","南投縣","中寮鄉","M","否","55-59","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","10-14","2022/05/15",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","10-14","2022/05/16",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","10-14","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","15-19","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","15-19","2022/05/18",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","20-24","2022/05/12",1,2
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","20-24","2022/05/13",2,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","20-24","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","20-24","2022/05/18",3,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","25-29","2022/05/18",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","30-34","2022/05/18",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","35-39","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","4","2022/05/17",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","40-44","2022/05/16",3,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","40-44","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","45-49","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","5-9","2022/05/18",2,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","50-54","2022/05/15",4,3
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","50-54","2022/05/17",1,3
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","50-54","2022/05/18",2,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","60-64","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","F","否","65-69","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","M","否","0","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","M","否","1","2022/05/17",NA,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","M","否","1","2022/05/18",1,NA
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","M","否","15-19","2022/05/16",2,1
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","M","否","15-19","2022/05/17",4,3
"嚴重特殊傳染性肺炎","南投縣","仁愛鄉","M","否","20-24","2022/05/17",2,4
