"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","17","台北市","中正區","F","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","50-54",5,4
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","F","否","40-44",2,3
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","45-49",34,35
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","M","否","70+",7,6
"嚴重特殊傳染性肺炎","2021","19","新北市","新莊區","F","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","F","否","50-54",1,2
"嚴重特殊傳染性肺炎","2021","20","台北市","中正區","M","否","50-54",2,3
"嚴重特殊傳染性肺炎","2021","20","台北市","信義區","F","否","50-54",NA,1
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","F","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","M","否","70+",9,10
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","30-34",12,13
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","50-54",62,60
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","70+",56,55
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","M","否","70+",19,20
"嚴重特殊傳染性肺炎","2021","20","新北市","蘆洲區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","20","桃園市","中壢區","F","否","50-54",1,2
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","花蓮市","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","花蓮市","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","M","否","60-64",4,5
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","F","否","50-54",NA,1
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","30-34",13,12
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","35-39",12,11
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","55-59",27,28
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","60-64",17,16
"嚴重特殊傳染性肺炎","2021","21","基隆市","七堵區","M","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","21","新北市","三重區","M","否","25-29",8,7
"嚴重特殊傳染性肺炎","2021","21","新北市","三重區","M","否","55-59",4,5
"嚴重特殊傳染性肺炎","2021","21","新北市","中和區","M","否","60-64",20,21
"嚴重特殊傳染性肺炎","2021","21","新北市","新莊區","F","否","45-49",3,2
"嚴重特殊傳染性肺炎","2021","21","新北市","新莊區","F","否","70+",10,11
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","M","否","35-39",11,12
"嚴重特殊傳染性肺炎","2021","21","新北市","永和區","F","否","25-29",3,2
"嚴重特殊傳染性肺炎","2021","21","新北市","淡水區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","21","新北市","蘆洲區","F","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","21","花蓮縣","花蓮市","F","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","22","南投縣","草屯鎮","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","信義區","F","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","22","台北市","士林區","F","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","F","否","45-49",4,3
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","F","否","70+",6,7
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","M","否","45-49",3,1
