"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","45-49",36,35
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","50-54",62,63
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","60-64",41,40
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","30-34",5,4
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","60-64",19,20
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","30-34",3,4
"嚴重特殊傳染性肺炎","2021","28","台北市","中正區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","大安區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","中正區","M","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","29","台北市","內湖區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","內湖區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","內湖區","M","否","50-54",3,2
"嚴重特殊傳染性肺炎","2021","29","台北市","大同區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","F","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","29","新北市","蘆洲區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","八德區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","八德區","M","否","25-29",2,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","桃園區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","觀音區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","中正區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","中正區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","南港區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","萬華區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","三重區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","新莊區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","新莊區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","30","新竹縣","竹北市","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","桃園市","中壢區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","桃園市","八德區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","桃園市","桃園區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","桃園市","龍潭區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","空值","空值","M","是","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","30","空值","空值","M","是","50-54",1,NA
