"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","45-49",11,10
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","M","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","20","新北市","土城區","F","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","土城區","F","否","60-64",5,4
"嚴重特殊傳染性肺炎","2021","21","台北市","南港區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","M","否","50-54",1,2
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","45-49",13,14
"嚴重特殊傳染性肺炎","2021","21","新北市","土城區","F","否","30-34",1,2
"嚴重特殊傳染性肺炎","2021","21","新北市","土城區","F","否","60-64",12,13
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","M","否","55-59",12,11
"嚴重特殊傳染性肺炎","2021","22","台北市","南港區","F","否","35-39",5,6
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","F","否","65-69",1,2
"嚴重特殊傳染性肺炎","2021","22","新北市","板橋區","M","否","55-59",9,10
"嚴重特殊傳染性肺炎","2021","22","新北市","泰山區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","泰山區","U","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","24","台北市","中山區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","信義區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","南港區","M","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","南港區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","新店區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","中山區","M","否","60-64",NA,1
"嚴重特殊傳染性肺炎","2021","25","台北市","中正區","F","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","25","台北市","信義區","F","否","25-29",1,2
"嚴重特殊傳染性肺炎","2021","25","台北市","南港區","M","否","10-14",NA,1
"嚴重特殊傳染性肺炎","2021","25","台北市","南港區","M","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","25","新北市","新店區","F","否","60-64",NA,1
"嚴重特殊傳染性肺炎","2021","26","空值","空值","M","是","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","北投區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","北投區","M","否","40-44",2,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","士林區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","28","基隆市","安樂區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","林口區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","泰山區","F","否","65-69",NA,1
"嚴重特殊傳染性肺炎","2021","28","桃園市","中壢區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","28","空值","空值","M","是","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","大安區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","基隆市","信義區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","基隆市","安樂區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","五股區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","土城區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","泰山區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","蘆洲區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","大溪區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","F","是","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","F","是","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","40-44",1,NA
