"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","M","否","60-64",13,12
"嚴重特殊傳染性肺炎","2021","23","新北市","板橋區","M","否","60-64",5,6
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","文山區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","五股區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","板橋區","M","否","20-24",3,2
"嚴重特殊傳染性肺炎","2021","25","台北市","中山區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","中山區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","中正區","F","否","60-64",NA,1
"嚴重特殊傳染性肺炎","2021","25","台北市","大安區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","松山區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","永和區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","25","新竹市","東區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","25","桃園市","大溪區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","25","高雄市","鳳山區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","中正區","F","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","26","台北市","中正區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","士林區","F","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","26","台北市","松山區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","松山區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三峽區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三峽區","F","否","70+",2,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三重區","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三重區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三重區","M","否","70+",2,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","中和區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","五股區","M","否","60-64",NA,1
"嚴重特殊傳染性肺炎","2021","26","新北市","新店區","F","否","0",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新店區","M","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新店區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新莊區","M","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新莊區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","M","否","20-24",NA,1
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","M","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","26","新北市","板橋區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","林口區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","26","新竹縣","竹東鎮","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","八德區","F","否","65-69",NA,1
"嚴重特殊傳染性肺炎","2021","26","桃園市","大溪區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","蘆竹區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","龍潭區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","龜山區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","空值","空值","M","是","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","26","空值","空值","M","是","30-34",2,1
"嚴重特殊傳染性肺炎","2021","26","空值","空值","M","是","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","高雄市","鳳山區","M","否","70+",1,NA
