"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","17","台北市","信義區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","19","台中市","霧峰區","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","F","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","25-29",4,3
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","35-39",15,14
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","40-44",24,23
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","45-49",36,35
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","60-64",20,19
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","70+",7,6
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","M","否","55-59",8,7
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","19","新北市","新莊區","M","否","60-64",6,5
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","35-39",12,10
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","65-69",10,9
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","M","否","25-29",5,4
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","19","新北市","金山區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","19","桃園市","八德區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","M","否","45-49",1,2
"嚴重特殊傳染性肺炎","2021","20","台中市","北屯區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","20","台中市","北屯區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","20","台中市","東區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","F","否","40-44",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","F","否","55-59",5,4
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","M","否","55-59",1,2
"嚴重特殊傳染性肺炎","2021","20","台北市","中正區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","中正區","F","否","50-54",5,4
"嚴重特殊傳染性肺炎","2021","20","台北市","中正區","F","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","信義區","F","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","信義區","M","否","55-59",6,7
"嚴重特殊傳染性肺炎","2021","20","台北市","內湖區","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","F","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","M","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","M","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","40-44",2,3
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","45-49",5,4
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","50-54",5,3
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","M","否","70+",9,8
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","F","否","50-54",5,4
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","M","否","60-64",4,3
