"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","65-69",24,25
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","65-69",12,11
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","65-69",46,45
"嚴重特殊傳染性肺炎","2021","20","新北市","五股區","F","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","土城區","F","否","60-64",6,5
"嚴重特殊傳染性肺炎","2021","20","新北市","土城區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","土城區","M","否","65-69",16,15
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","F","否","40-44",17,16
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","F","否","60-64",27,25
"嚴重特殊傳染性肺炎","2021","20","新北市","蘆洲區","M","否","55-59",10,9
"嚴重特殊傳染性肺炎","2021","21","新北市","五股區","F","否","35-39",1,2
"嚴重特殊傳染性肺炎","2021","21","新北市","土城區","F","否","60-64",11,12
"嚴重特殊傳染性肺炎","2021","21","新北市","土城區","M","否","30-34",7,8
"嚴重特殊傳染性肺炎","2021","21","新北市","土城區","M","否","65-69",3,4
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","F","否","40-44",14,15
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","F","否","60-64",8,10
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","F","否","65-69",14,15
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","M","否","55-59",11,12
"嚴重特殊傳染性肺炎","2021","21","新北市","蘆洲區","M","否","55-59",6,7
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","60-64",7,6
"嚴重特殊傳染性肺炎","2021","22","新北市","板橋區","M","否","55-59",10,9
"嚴重特殊傳染性肺炎","2021","22","新北市","板橋區","M","否","65-69",4,5
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","60-64",5,6
"嚴重特殊傳染性肺炎","2021","23","新北市","板橋區","M","否","65-69",5,4
"嚴重特殊傳染性肺炎","2021","23","新北市","板橋區","M","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","24","新北市","板橋區","M","否","70+",1,2
"嚴重特殊傳染性肺炎","2021","27","台北市","萬華區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","27","空值","空值","M","是","70+",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","中正區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","28","新北市","土城區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","新店區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","淡水區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","新屋區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","桃園區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","桃園區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","28","桃園市","桃園區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","桃園區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","內湖區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","內湖區","M","否","50-54",2,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","士林區","F","否","35-39",2,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","士林區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","士林區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","大安區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","大安區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","大安區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","文山區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","文山區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","M","否","3",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","F","否","30-34",2,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","M","否","20-24",2,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","土城區","F","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","29","新北市","新店區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","新莊區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","汐止區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","29","新竹市","東區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","中壢區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","大園區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","桃園區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","桃園區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","桃園區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","龍潭區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","龜山區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","20-24",5,1
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","25-29",2,1
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","35-39",2,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","40-44",2,1
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","5-9",1,NA
