"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2017","1","桃園市","桃園區","M","否","45-49",NA,1
"嚴重特殊傳染性肺炎","2021","13","台北市","南港區","M","否","5-9",NA,1
"嚴重特殊傳染性肺炎","2021","14","新北市","三重區","M","否","15-19",NA,1
"嚴重特殊傳染性肺炎","2021","17","新北市","中和區","M","否","1",NA,1
"嚴重特殊傳染性肺炎","2021","17","新北市","蘆洲區","F","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","18","台北市","信義區","M","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","18","台北市","士林區","F","否","20-24",NA,1
"嚴重特殊傳染性肺炎","2021","18","新北市","永和區","M","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","70+",5,6
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","F","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","19","台北市","士林區","M","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","25-29",4,5
"嚴重特殊傳染性肺炎","2021","19","台南市","新營區","F","否","20-24",NA,1
"嚴重特殊傳染性肺炎","2021","19","基隆市","安樂區","M","否","55-59",NA,1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","三星鄉","F","否","15-19",NA,1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","冬山鄉","F","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","壯圍鄉","F","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","羅東鎮","F","否","5-9",NA,1
"嚴重特殊傳染性肺炎","2021","19","宜蘭縣","羅東鎮","M","否","15-19",NA,1
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","M","否","0",NA,1
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","40-44",8,9
"嚴重特殊傳染性肺炎","2021","19","新北市","新莊區","M","否","0",NA,1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","20-24",3,4
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","35-39",12,13
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","M","否","5-9",NA,1
"嚴重特殊傳染性肺炎","2021","19","新北市","樹林區","F","否","25-29",NA,2
"嚴重特殊傳染性肺炎","2021","19","新北市","泰山區","M","否","4",NA,1
"嚴重特殊傳染性肺炎","2021","19","新北市","金山區","F","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","19","桃園市","平鎮區","F","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","F","否","45-49",NA,1
"嚴重特殊傳染性肺炎","2021","19","空值","空值","M","是","25-29",11,12
"嚴重特殊傳染性肺炎","2021","20","台中市","清水區","F","否","15-19",NA,1
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","M","否","60-64",4,5
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","M","否","70+",8,9
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","30-34",1,2
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","35-39",4,5
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","M","否","60-64",3,4
"嚴重特殊傳染性肺炎","2021","20","台北市","大安區","M","否","50-54",3,4
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","F","否","50-54",5,6
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","F","否","55-59",6,7
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","F","否","65-69",10,12
"嚴重特殊傳染性肺炎","2021","20","台北市","松山區","F","否","45-49",NA,1
"嚴重特殊傳染性肺炎","2021","20","台北市","松山區","M","否","25-29",1,2
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","20-24",2,3
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","4",NA,1
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","65-69",46,47
