"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","M","否","60-64",6,5
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","65-69",25,24
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","M","否","50-54",7,6
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","55-59",18,19
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","M","否","55-59",9,8
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","19","桃園市","中壢區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","M","否","70+",6,7
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","40-44",1,2
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","50-54",3,5
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","40-44",21,20
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","50-54",63,62
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","55-59",51,50
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","65-69",45,46
"嚴重特殊傳染性肺炎","2021","20","基隆市","中山區","M","否","40-44",1,2
"嚴重特殊傳染性肺炎","2021","20","基隆市","安樂區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","F","否","50-54",11,10
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","F","否","55-59",14,15
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","F","否","65-69",14,13
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","M","否","55-59",17,18
"嚴重特殊傳染性肺炎","2021","20","新北市","樹林區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","21","台中市","東區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","M","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","50-54",7,6
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","50-54",3,4
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","55-59",8,9
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","M","否","40-44",2,3
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","M","否","60-64",4,6
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","40-44",9,8
"嚴重特殊傳染性肺炎","2021","21","基隆市","中山區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","21","基隆市","中正區","F","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","21","基隆市","信義區","M","否","50-54",2,1
