"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","65-69",2,3
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","70+",7,6
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","F","否","55-59",6,5
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","F","否","70+",11,10
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","40-44",22,21
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","F","否","70+",5,6
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","F","否","55-59",2,3
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","F","否","70+",6,7
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","40-44",9,10
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","F","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","新店區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","文山區","M","否","20-24",1,2
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","F","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","M","否","20-24",2,3
"嚴重特殊傳染性肺炎","2021","24","新北市","中和區","M","否","50-54",4,5
"嚴重特殊傳染性肺炎","2021","24","新北市","新店區","M","否","70+",3,4
"嚴重特殊傳染性肺炎","2021","24","新北市","泰山區","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","士林區","F","否","65-69",2,3
"嚴重特殊傳染性肺炎","2021","25","台北市","士林區","M","否","70+",2,3
"嚴重特殊傳染性肺炎","2021","25","台北市","文山區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","萬華區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","25","新北市","三重區","M","否","20-24",5,4
"嚴重特殊傳染性肺炎","2021","25","新北市","三重區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","中和區","M","否","50-54",3,2
"嚴重特殊傳染性肺炎","2021","25","新北市","五股區","F","否","20-24",NA,1
"嚴重特殊傳染性肺炎","2021","25","新北市","新店區","M","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","泰山區","F","否","15-19",NA,1
"嚴重特殊傳染性肺炎","2021","25","新北市","泰山區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","25","新北市","深坑區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","F","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","26","台北市","士林區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","M","否","65-69",1,2
"嚴重特殊傳染性肺炎","2021","26","新北市","三重區","F","否","65-69",2,3
"嚴重特殊傳染性肺炎","2021","26","新北市","三重區","M","否","70+",1,2
"嚴重特殊傳染性肺炎","2021","26","新北市","五股區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新店區","M","否","1",NA,1
"嚴重特殊傳染性肺炎","2021","26","新北市","新莊區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","泰山區","M","否","40-44",1,2
"嚴重特殊傳染性肺炎","2021","27","台北市","中山區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","萬華區","F","否","40-44",5,4
"嚴重特殊傳染性肺炎","2021","27","新北市","中和區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","27","新北市","汐止區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","27","新北市","蘆洲區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","27","新北市","蘆洲區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","27","新北市","蘆洲區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","27","桃園市","平鎮區","F","否","65-69",NA,1
"嚴重特殊傳染性肺炎","2021","27","桃園市","桃園區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","27","空值","空值","M","是","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","28","台中市","中區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","中山區","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","中山區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","信義區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","信義區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","萬華區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","三重區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","三重區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","五股區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","新莊區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","新莊區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","新莊區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","板橋區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","泰山區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","淡水區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","蘆洲區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","桃園區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","28","苗栗縣","頭份市","M","否","35-39",1,NA
