"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","20","台北市","內湖區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","40-44",23,22
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","55-59",30,29
"嚴重特殊傳染性肺炎","2021","22","台北市","內湖區","M","否","30-34",2,3
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","40-44",8,9
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","55-59",7,8
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","M","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","55-59",5,4
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","55-59",2,3
"嚴重特殊傳染性肺炎","2021","27","新北市","淡水區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","信義區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","內湖區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","內湖區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","士林區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","28","台北市","松山區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","中和區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","五股區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","土城區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","板橋區","F","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","28","新北市","板橋區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","板橋區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","中壢區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","大園區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","桃園區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","28","空值","空值","F","是","50-54",2,1
"嚴重特殊傳染性肺炎","2021","28","空值","空值","M","是","25-29",2,NA
