"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","F","否","40-44",15,14
"嚴重特殊傳染性肺炎","2021","21","新北市","板橋區","M","否","25-29",5,6
"嚴重特殊傳染性肺炎","2021","21","新北市","樹林區","M","否","20-24",3,2
"嚴重特殊傳染性肺炎","2021","21","澎湖縣","湖西鄉","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","21","苗栗縣","頭份市","M","否","5-9",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","文山區","M","否","45-49",4,3
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","M","否","50-54",5,4
"嚴重特殊傳染性肺炎","2021","22","新北市","新莊區","F","否","50-54",6,5
"嚴重特殊傳染性肺炎","2021","22","新北市","新莊區","M","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","汐止區","F","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","竹南鎮","M","否","25-29",59,56
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","竹南鎮","M","否","30-34",71,70
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","竹南鎮","M","否","40-44",7,6
"嚴重特殊傳染性肺炎","2021","23","台中市","潭子區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","F","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","信義區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","信義區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","信義區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","55-59",4,2
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","60-64",4,2
