"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","18","台北市","文山區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","18","新北市","三重區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","35-39",16,15
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","45-49",35,36
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","5-9",2,1
"嚴重特殊傳染性肺炎","2021","19","嘉義縣","大林鎮","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","M","否","70+",6,5
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","55-59",19,18
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","70+",9,8
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","M","否","50-54",5,4
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","M","否","65-69",11,10
"嚴重特殊傳染性肺炎","2021","19","新北市","樹林區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","20","台中市","太平區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","20","台北市","中正區","M","否","60-64",5,4
"嚴重特殊傳染性肺炎","2021","20","台北市","信義區","M","否","60-64",8,7
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","F","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","F","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","35-39",4,2
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","F","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","M","否","35-39",2,3
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","F","否","65-69",10,9
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","M","否","40-44",5,3
"嚴重特殊傳染性肺炎","2021","20","台北市","松山區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","45-49",33,32
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","50-54",59,58
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","65-69",33,32
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","60-64",42,41
"嚴重特殊傳染性肺炎","2021","20","彰化縣","社頭鄉","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","F","否","55-59",11,10
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","F","否","65-69",11,10
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","M","否","55-59",16,14
"嚴重特殊傳染性肺炎","2021","20","新北市","中和區","F","否","60-64",19,18
"嚴重特殊傳染性肺炎","2021","20","新北市","中和區","M","否","60-64",21,20
"嚴重特殊傳染性肺炎","2021","20","新北市","八里區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","新店區","F","否","35-39",5,4
"嚴重特殊傳染性肺炎","2021","20","新北市","新店區","F","否","60-64",8,7
"嚴重特殊傳染性肺炎","2021","20","新北市","新店區","F","否","65-69",6,5
"嚴重特殊傳染性肺炎","2021","20","新北市","新店區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","新店區","M","否","60-64",8,7
"嚴重特殊傳染性肺炎","2021","20","新北市","新店區","M","否","70+",12,11
"嚴重特殊傳染性肺炎","2021","20","新北市","新莊區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","新莊區","M","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","F","否","50-54",20,18
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","M","否","25-29",6,5
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","M","否","50-54",16,15
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","M","否","55-59",17,16
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","M","否","60-64",32,31
"嚴重特殊傳染性肺炎","2021","20","新北市","板橋區","M","否","65-69",34,33
"嚴重特殊傳染性肺炎","2021","20","新北市","林口區","M","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","林口區","M","否","70+",5,4
"嚴重特殊傳染性肺炎","2021","20","新北市","樹林區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","汐止區","F","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","20","新北市","泰山區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","萬里區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","蘆洲區","M","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","20","新北市","蘆洲區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","20","桃園市","中壢區","F","否","50-54",1,2
"嚴重特殊傳染性肺炎","2021","20","桃園市","平鎮區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","20","桃園市","桃園區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","20","桃園市","龜山區","M","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","20","空值","空值","M","是","45-49",3,2
"嚴重特殊傳染性肺炎","2021","20","花蓮縣","花蓮市","F","否","55-59",2,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","北屯區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","北屯區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","北屯區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","北屯區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","北屯區","F","否","70+",2,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","北屯區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","北屯區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","北屯區","M","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","南屯區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","太平區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","東勢區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","潭子區","F","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","21","台中市","潭子區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","潭子區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","潭子區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","潭子區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","潭子區","M","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","潭子區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","西區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","西區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","西屯區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","西屯區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","西屯區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","豐原區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","豐原區","F","否","50-54",2,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","豐原區","M","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","豐原區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","豐原區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","豐原區","M","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","21","台中市","豐原區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","F","否","40-44",2,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","F","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","F","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","F","否","70+",2,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","M","否","15-19",2,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","M","否","55-59",3,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","30-34",3,1
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","45-49",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","60-64",4,2
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","M","否","40-44",4,1
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","M","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","M","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","M","否","70+",8,6
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","F","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","M","否","40-44",5,4
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","M","否","45-49",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","M","否","60-64",3,1
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","M","否","70+",9,7
"嚴重特殊傳染性肺炎","2021","21","台北市","內湖區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","內湖區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","內湖區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","內湖區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","內湖區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","其他","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","F","否","35-39",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","F","否","65-69",3,1
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","M","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","M","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","南港區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","南港區","F","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","南港區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","南港區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","南港區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","50-54",6,5
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","M","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","55-59",4,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","M","否","70+",7,4
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","F","否","30-34",3,1
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","F","否","45-49",3,1
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","F","否","70+",8,6
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","F","否","25-29",5,3
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","F","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","M","否","25-29",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","M","否","30-34",3,1
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","M","否","45-49",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","M","否","55-59",7,6
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","F","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","F","否","55-59",3,1
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","F","否","60-64",1,NA
