"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","18","新北市","樹林區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","55-59",19,20
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","20","彰化縣","彰化市","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","M","否","55-59",19,18
"嚴重特殊傳染性肺炎","2021","20","新北市","永和區","M","否","65-69",16,15
"嚴重特殊傳染性肺炎","2021","21","台中市","大安區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","F","否","30-34",4,5
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","M","否","70+",6,5
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","F","否","30-34",5,4
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","F","否","70+",9,10
"嚴重特殊傳染性肺炎","2021","21","台北市","文山區","M","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","F","否","25-29",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","M","否","30-34",5,4
"嚴重特殊傳染性肺炎","2021","21","台北市","松山區","M","否","40-44",2,3
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","40-44",21,22
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","50-54",20,19
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","65-69",21,22
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","55-59",28,27
"嚴重特殊傳染性肺炎","2021","21","宜蘭縣","壯圍鄉","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","21","新北市","三重區","F","否","20-24",7,6
"嚴重特殊傳染性肺炎","2021","21","新北市","林口區","F","否","50-54",2,3
"嚴重特殊傳染性肺炎","2021","21","新北市","林口區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","21","新北市","永和區","M","否","65-69",5,6
"嚴重特殊傳染性肺炎","2021","21","桃園市","桃園區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","22","台中市","北屯區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","中山區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","信義區","M","否","30-34",3,2
"嚴重特殊傳染性肺炎","2021","22","台北市","北投區","M","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","M","否","45-49",4,3
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","55-59",7,8
"嚴重特殊傳染性肺炎","2021","22","宜蘭縣","壯圍鄉","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","彰化市","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","22","彰化縣","彰化市","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","F","否","30-34",3,2
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","M","否","70+",9,8
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","40-44",11,10
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","M","否","20-24",6,5
"嚴重特殊傳染性肺炎","2021","22","新北市","新店區","M","否","30-34",3,2
"嚴重特殊傳染性肺炎","2021","22","新北市","新莊區","M","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","22","新北市","板橋區","M","否","20-24",4,3
"嚴重特殊傳染性肺炎","2021","22","新北市","汐止區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","淡水區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","22","新竹市","香山區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","22","桃園市","桃園區","F","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","竹南鎮","F","否","25-29",9,10
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","竹南鎮","M","否","25-29",56,57
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","竹南鎮","M","否","5-9",1,2
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","苗栗市","F","否","20-24",2,NA
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","苗栗市","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","頭份市","M","否","15-19",NA,1
"嚴重特殊傳染性肺炎","2021","22","雲林縣","麥寮鄉","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","23","台中市","南屯區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","23","台中市","大甲區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","F","否","70+",5,4
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","信義區","F","否","65-69",NA,1
"嚴重特殊傳染性肺炎","2021","23","台北市","信義區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","南港區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","南港區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","F","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","M","否","50-54",2,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","10-14",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","F","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","F","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","M","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","F","否","15-19",2,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","松山區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","松山區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","松山區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","松山區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","松山區","M","否","70+",2,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","55-59",4,3
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","60-64",4,2
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","60-64",4,3
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","23","台南市","白河區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","基隆市","七堵區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","23","基隆市","中山區","F","否","30-34",1,NA
