"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","大同區","F","否","60-64",4,3
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","55-59",52,51
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","F","否","25-29",1,2
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","35-39",10,9
"嚴重特殊傳染性肺炎","2021","20","新北市","中和區","F","否","50-54",8,7
"嚴重特殊傳染性肺炎","2021","20","新北市","新莊區","F","否","40-44",7,6
"嚴重特殊傳染性肺炎","2021","20","新北市","林口區","M","否","70+",4,5
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","F","否","30-34",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","M","否","60-64",5,4
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","55-59",20,21
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","70+",26,25
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","35-39",11,12
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","70+",42,41
"嚴重特殊傳染性肺炎","2021","21","新北市","中和區","F","否","50-54",11,12
"嚴重特殊傳染性肺炎","2021","21","新北市","新莊區","F","否","40-44",8,9
"嚴重特殊傳染性肺炎","2021","21","新北市","林口區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","中山區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","中山區","M","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","士林區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","士林區","F","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","M","否","60-64",3,4
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","70+",18,19
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","50-54",5,4
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","55-59",6,7
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","70+",25,26
"嚴重特殊傳染性肺炎","2021","22","新北市","新店區","F","否","70+",5,4
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","M","否","20-24",NA,1
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","M","否","60-64",2,3
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","50-54",2,3
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","55-59",6,5
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","M","否","30-34",5,4
"嚴重特殊傳染性肺炎","2021","23","新北市","新店區","F","否","70+",3,4
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","M","否","30-34",1,2
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","F","否","45-49",NA,1
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","F","否","60-64",2,3
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","M","否","55-59",2,3
"嚴重特殊傳染性肺炎","2021","24","台北市","文山區","M","否","35-39",NA,1
"嚴重特殊傳染性肺炎","2021","27","新北市","樹林區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","27","桃園市","桃園區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","中正區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","中正區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","大安區","M","否","45-49",2,NA
"嚴重特殊傳染性肺炎","2021","29","宜蘭縣","礁溪鄉","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","M","否","40-44",5,2
"嚴重特殊傳染性肺炎","2021","29","新北市","中和區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","板橋區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","板橋區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","板橋區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","永和區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","泰山區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","淡水區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","中壢區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","八德區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","桃園區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","桃園區","M","否","45-49",NA,1
"嚴重特殊傳染性肺炎","2021","29","桃園市","楊梅區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","5-9",2,1
"嚴重特殊傳染性肺炎","2021","29","高雄市","仁武區","M","否","40-44",1,NA
