"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","22","台北市","中正區","F","否","45-49",2,3
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","F","否","45-49",5,4
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","45-49",1,2
"嚴重特殊傳染性肺炎","2021","23","新北市","土城區","M","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","35-39",2,3
"嚴重特殊傳染性肺炎","2021","25","台北市","士林區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","大同區","F","否","70+",1,2
"嚴重特殊傳染性肺炎","2021","26","台北市","信義區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","士林區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","大同區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","26","台北市","萬華區","M","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","26","彰化縣","員林市","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","三重區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","中和區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","新莊區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","永和區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","26","新北市","永和區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","26","桃園市","龜山區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","中山區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","中山區","M","否","0",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","信義區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","信義區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","信義區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","士林區","M","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","士林區","M","否","2",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","萬華區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","萬華區","F","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","萬華區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","27","台北市","萬華區","M","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","27","台北市","萬華區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","27","屏東縣","枋山鄉","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","27","新北市","中和區","F","否","55-59",2,NA
"嚴重特殊傳染性肺炎","2021","27","新北市","中和區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","27","新北市","五股區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","27","新北市","土城區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","27","桃園市","龜山區","F","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","27","空值","空值","M","是","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","27","空值","空值","M","是","30-34",1,NA
