"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","中山區","M","否","60-64",3,4
"嚴重特殊傳染性肺炎","2021","19","新北市","五股區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","板橋區","M","否","55-59",8,7
"嚴重特殊傳染性肺炎","2021","24","新北市","板橋區","M","否","55-59",2,3
"嚴重特殊傳染性肺炎","2021","24","新北市","林口區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","25","新北市","林口區","F","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","27","空值","空值","M","是","70+",2,1
"嚴重特殊傳染性肺炎","2021","28","台北市","中正區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","新莊區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","淡水區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","28","空值","空值","M","是","60-64",2,1
"嚴重特殊傳染性肺炎","2021","29","台北市","士林區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","台北市","萬華區","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","29","新北市","三重區","F","否","30-34",3,2
"嚴重特殊傳染性肺炎","2021","29","新北市","板橋區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","29","桃園市","中壢區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","中正區","F","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","30","台北市","士林區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","士林區","M","否","65-69",3,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","士林區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","文山區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","松山區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","台北市","萬華區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","30","嘉義市","西區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","三重區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","三重區","M","否","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","土城區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","新莊區","F","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","30","新北市","新莊區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","板橋區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","板橋區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","樹林區","M","否","5-9",2,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","永和區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","淡水區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","30","新北市","淡水區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","30","桃園市","中壢區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","桃園市","大園區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","30","桃園市","桃園區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","30","桃園市","蘆竹區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","桃園市","龍潭區","M","否","35-39",NA,1
"嚴重特殊傳染性肺炎","2021","30","空值","空值","F","是","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","30","空值","空值","M","是","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","高雄市","前鎮區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","30","高雄市","前鎮區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","30","高雄市","左營區","M","否","50-54",1,NA
