"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","信義區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","M","否","65-69",9,8
"嚴重特殊傳染性肺炎","2021","19","新北市","樹林區","F","否","50-54",NA,1
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","M","否","65-69",10,11
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","M","否","15-19",3,2
"嚴重特殊傳染性肺炎","2021","21","新北市","中和區","F","否","25-29",10,11
"嚴重特殊傳染性肺炎","2021","21","桃園市","龜山區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三峽區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三峽區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","F","否","30-34",4,3
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","M","否","50-54",6,5
"嚴重特殊傳染性肺炎","2021","22","新北市","板橋區","M","否","25-29",9,8
"嚴重特殊傳染性肺炎","2021","22","新北市","樹林區","M","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","22","新北市","樹林區","M","否","45-49",2,3
"嚴重特殊傳染性肺炎","2021","22","空值","空值","M","是","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","45-49",8,6
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","55-59",8,7
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","M","否","50-54",4,5
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","45-49",6,5
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","55-59",7,8
"嚴重特殊傳染性肺炎","2021","23","桃園市","龜山區","F","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","23","桃園市","龜山區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","24","台中市","東區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中山區","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中山區","F","否","45-49",2,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中山區","M","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","24","台北市","中山區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","信義區","M","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","內湖區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","30-34",4,3
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","40-44",8,6
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","45-49",3,2
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","M","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","70+",6,5
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","40-44",3,1
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","70+",7,6
"嚴重特殊傳染性肺炎","2021","24","基隆市","信義區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","24","基隆市","暖暖區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三峽區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三峽區","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三峽區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","F","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","F","否","70+",3,1
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","中和區","F","否","35-39",5,4
"嚴重特殊傳染性肺炎","2021","24","新北市","中和區","F","否","40-44",4,3
