"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","新北市","蘆洲區","F","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","20","基隆市","中正區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","蘆洲區","F","否","55-59",8,9
"嚴重特殊傳染性肺炎","2021","20","新北市","蘆洲區","M","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","M","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","21","基隆市","中正區","M","否","65-69",NA,1
"嚴重特殊傳染性肺炎","2021","21","新北市","蘆洲區","M","否","60-64",3,4
"嚴重特殊傳染性肺炎","2021","22","台北市","中正區","M","否","70+",5,6
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","25-29",5,6
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","65-69",8,7
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","65-69",2,3
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","70+",3,4
"嚴重特殊傳染性肺炎","2021","28","台北市","中正區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","28","新北市","三重區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","土城區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","新莊區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","新莊區","M","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","28","新北市","板橋區","M","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","板橋區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","28","新北市","泰山區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","泰山區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","淡水區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","淡水區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","28","新北市","淡水區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","中壢區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","28","桃園市","桃園區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","28","桃園市","蘆竹區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","28","空值","空值","F","是","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","28","空值","空值","M","是","30-34",3,2
"嚴重特殊傳染性肺炎","2021","28","空值","空值","M","是","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","28","空值","空值","M","是","50-54",3,1
"嚴重特殊傳染性肺炎","2021","29","空值","空值","M","是","25-29",1,NA
