"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","70+",14,15
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","70+",57,56
"嚴重特殊傳染性肺炎","2021","21","台北市","信義區","F","否","70+",11,10
"嚴重特殊傳染性肺炎","2021","21","新北市","三峽區","M","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","21","新北市","三重區","F","否","40-44",7,6
"嚴重特殊傳染性肺炎","2021","21","花蓮縣","新城鄉","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","M","否","65-69",10,9
"嚴重特殊傳染性肺炎","2021","22","桃園市","桃園區","F","否","40-44",4,3
"嚴重特殊傳染性肺炎","2021","23","台中市","東區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","M","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","M","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","F","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","信義區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","信義區","M","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","內湖區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","內湖區","F","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","內湖區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","內湖區","M","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","15-19",2,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","F","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","M","否","0",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","M","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","M","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","南港區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","南港區","M","否","70+",3,1
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","F","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","M","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","F","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","F","否","70+",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","M","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","M","否","70+",2,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","F","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","M","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","23","台北市","松山區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","45-49",7,6
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","50-54",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","60-64",6,4
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","70+",7,6
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","45-49",7,6
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","55-59",4,2
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","23","基隆市","中山區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","23","基隆市","中山區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","基隆市","信義區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","基隆市","安樂區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","23","基隆市","安樂區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","23","基隆市","安樂區","M","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","23","基隆市","暖暖區","F","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","23","彰化縣","員林市","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","彰化縣","大村鄉","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","彰化縣","彰化市","F","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","彰化縣","溪湖鎮","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","三峽區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","F","否","50-54",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","F","否","55-59",10,9
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","F","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","M","否","20-24",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","M","否","30-34",3,2
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","M","否","55-59",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","20-24",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","25-29",6,5
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","35-39",6,5
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","40-44",5,4
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","70+",10,8
