"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","19","台北市","北投區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","F","否","50-54",1,2
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","F","否","50-54",57,56
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","F","否","65-69",3,4
"嚴重特殊傳染性肺炎","2021","20","台北市","北投區","M","否","65-69",3,4
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","南港區","F","否","30-34",2,3
"嚴重特殊傳染性肺炎","2021","22","彰化縣","二水鄉","F","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","22","彰化縣","田中鎮","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","24","台中市","太平區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","M","否","50-54",1,2
"嚴重特殊傳染性肺炎","2021","25","台北市","中山區","F","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","中山區","F","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","25","台北市","中山區","M","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","25","台北市","中山區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","25","台北市","中山區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","25","台北市","大同區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","大同區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","25","台北市","大同區","F","否","50-54",NA,1
"嚴重特殊傳染性肺炎","2021","25","新北市","新店區","F","否","70+",5,4
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","F","否","2",NA,1
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","F","否","35-39",4,3
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","M","否","25-29",1,2
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","M","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","26","台北市","中山區","M","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","26","台北市","士林區","M","否","1",1,NA
