"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","18","台北市","中山區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","18","台北市","大同區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","19","台中市","北屯區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","19","台北市","中正區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","19","台北市","內湖區","M","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","19","彰化縣","溪湖鎮","F","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","19","彰化縣","溪湖鎮","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","F","否","20-24",3,2
"嚴重特殊傳染性肺炎","2021","19","新北市","三重區","M","否","40-44",5,6
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","F","否","55-59",9,10
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","19","新北市","中和區","M","否","65-69",8,7
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","25-29",4,3
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","55-59",20,19
"嚴重特殊傳染性肺炎","2021","19","新北市","永和區","M","否","30-34",NA,1
"嚴重特殊傳染性肺炎","2021","19","新北市","深坑區","M","否","35-39",NA,1
"嚴重特殊傳染性肺炎","2021","19","桃園市","桃園區","M","否","40-44",NA,1
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","F","否","35-39",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","信義區","M","否","45-49",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","信義區","M","否","70+",8,9
"嚴重特殊傳染性肺炎","2021","20","台北市","內湖區","F","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","20","台北市","內湖區","M","否","65-69",5,4
"嚴重特殊傳染性肺炎","2021","20","台北市","大安區","F","否","35-39",1,2
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","F","否","35-39",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","45-49",34,33
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","55-59",50,49
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","60-64",39,38
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","15-19",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","60-64",44,42
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","70+",55,54
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","三星鄉","M","否","35-39",NA,1
"嚴重特殊傳染性肺炎","2021","20","宜蘭縣","冬山鄉","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","20","彰化縣","永靖鄉","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","20","彰化縣","溪州鄉","M","否","60-64",1,NA
