"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","F","否","70+",5,4
"嚴重特殊傳染性肺炎","2021","20","台北市","信義區","F","否","70+",5,4
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","F","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","20","新北市","淡水區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","21","台北市","北投區","F","否","70+",5,4
"嚴重特殊傳染性肺炎","2021","21","台北市","士林區","M","否","25-29",3,2
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","M","否","55-59",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","40-44",10,9
"嚴重特殊傳染性肺炎","2021","21","新北市","中和區","M","否","35-39",8,7
"嚴重特殊傳染性肺炎","2021","21","新北市","土城區","F","否","70+",3,4
"嚴重特殊傳染性肺炎","2021","21","新北市","永和區","M","否","35-39",2,3
"嚴重特殊傳染性肺炎","2021","22","台北市","中山區","F","否","70+",8,7
"嚴重特殊傳染性肺炎","2021","22","台北市","中正區","M","否","70+",6,5
"嚴重特殊傳染性肺炎","2021","22","台北市","北投區","F","否","70+",4,5
"嚴重特殊傳染性肺炎","2021","22","台北市","士林區","F","否","55-59",6,5
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","M","否","60-64",4,5
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","50-54",5,4
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中山區","F","否","70+",4,5
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","M","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","M","否","25-29",4,5
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","F","否","50-54",2,3
"嚴重特殊傳染性肺炎","2021","23","新北市","汐止區","F","否","15-19",NA,1
