"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","18","台北市","中山區","F","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","18","台北市","松山區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","18","新北市","樹林區","M","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","19","台北市","文山區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","19","台北市","松山區","M","否","65-69",2,3
"嚴重特殊傳染性肺炎","2021","19","桃園市","龜山區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","南港區","M","否","50-54",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","大安區","M","否","50-54",3,4
"嚴重特殊傳染性肺炎","2021","20","台北市","文山區","F","否","60-64",4,5
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","70+",27,26
"嚴重特殊傳染性肺炎","2021","20","桃園市","中壢區","M","否","25-29",3,2
"嚴重特殊傳染性肺炎","2021","20","桃園市","龜山區","M","否","70+",2,3
"嚴重特殊傳染性肺炎","2021","21","台北市","中山區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","21","台北市","中正區","F","否","45-49",7,6
"嚴重特殊傳染性肺炎","2021","21","台北市","南港區","F","否","45-49",NA,1
"嚴重特殊傳染性肺炎","2021","21","台北市","大同區","F","否","60-64",2,3
"嚴重特殊傳染性肺炎","2021","21","台北市","大安區","F","否","60-64",6,5
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","F","否","70+",28,29
"嚴重特殊傳染性肺炎","2021","21","台北市","萬華區","M","否","45-49",13,12
"嚴重特殊傳染性肺炎","2021","21","新北市","三峽區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","22","台北市","信義區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","22","台北市","北投區","M","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","22","台北市","大同區","M","否","65-69",7,6
"嚴重特殊傳染性肺炎","2021","22","台北市","萬華區","F","否","5-9",2,1
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","F","否","10-14",3,2
"嚴重特殊傳染性肺炎","2021","22","新北市","三重區","F","否","40-44",9,8
"嚴重特殊傳染性肺炎","2021","22","新北市","中和區","F","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","22","新北市","土城區","F","否","65-69",5,4
"嚴重特殊傳染性肺炎","2021","22","新北市","板橋區","F","否","70+",19,18
"嚴重特殊傳染性肺炎","2021","22","新北市","蘆洲區","F","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","22","桃園市","桃園區","M","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","22","桃園市","桃園區","M","否","35-39",4,3
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","頭份市","M","否","30-34",10,9
"嚴重特殊傳染性肺炎","2021","22","苗栗縣","頭份市","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","台中市","大雅區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","台中市","新社區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","中正區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","北投區","M","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","南港區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","南港區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","M","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","士林區","M","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","大同區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","F","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","23","台北市","大安區","M","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","文山區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","松山區","M","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","60-64",6,5
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","65-69",3,2
"嚴重特殊傳染性肺炎","2021","23","台北市","萬華區","M","否","70+",11,10
"嚴重特殊傳染性肺炎","2021","23","宜蘭縣","員山鄉","M","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","23","彰化縣","埔鹽鄉","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","F","否","10-14",2,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","F","否","25-29",2,3
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","M","否","45-49",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","三重區","M","否","50-54",9,8
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","F","否","70+",12,11
"嚴重特殊傳染性肺炎","2021","23","新北市","中和區","M","否","55-59",5,4
"嚴重特殊傳染性肺炎","2021","23","新北市","土城區","M","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","新店區","F","否","35-39",3,2
"嚴重特殊傳染性肺炎","2021","23","新北市","新店區","F","否","40-44",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","新店區","F","否","60-64",7,6
"嚴重特殊傳染性肺炎","2021","23","新北市","新店區","M","否","35-39",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","新店區","M","否","55-59",2,3
"嚴重特殊傳染性肺炎","2021","23","新北市","新店區","M","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","新莊區","F","否","45-49",6,5
"嚴重特殊傳染性肺炎","2021","23","新北市","板橋區","F","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","23","新北市","樹林區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","永和區","F","否","20-24",3,2
"嚴重特殊傳染性肺炎","2021","23","新北市","淡水區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","蘆洲區","F","否","40-44",4,3
"嚴重特殊傳染性肺炎","2021","23","新北市","蘆洲區","M","否","10-14",2,1
"嚴重特殊傳染性肺炎","2021","23","新北市","蘆洲區","M","否","30-34",2,1
"嚴重特殊傳染性肺炎","2021","23","新北市","金山區","F","否","15-19",2,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","金山區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","金山區","M","否","40-44",2,1
"嚴重特殊傳染性肺炎","2021","23","新北市","金山區","M","否","45-49",2,NA
"嚴重特殊傳染性肺炎","2021","23","新北市","鶯歌區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","23","桃園市","中壢區","M","否","25-29",NA,1
"嚴重特殊傳染性肺炎","2021","23","桃園市","中壢區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","23","桃園市","桃園區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","23","桃園市","桃園區","M","否","55-59",3,2
"嚴重特殊傳染性肺炎","2021","23","空值","空值","F","是","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","23","空值","空值","M","是","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","空值","空值","M","是","5-9",1,NA
"嚴重特殊傳染性肺炎","2021","23","花蓮縣","秀林鄉","F","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","23","花蓮縣","秀林鄉","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","後龍鎮","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","竹南鎮","F","否","30-34",16,15
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","竹南鎮","M","否","20-24",2,1
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","竹南鎮","M","否","25-29",31,30
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","頭份市","F","否","25-29",2,1
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","頭份市","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","頭份市","M","否","25-29",3,2
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","頭份市","M","否","30-34",3,2
"嚴重特殊傳染性肺炎","2021","23","苗栗縣","頭份市","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","24","台中市","龍井區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中山區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","中正區","M","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","信義區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","55-59",2,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","F","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","M","否","1",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","北投區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","30-34",2,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","45-49",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","F","否","70+",2,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","士林區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","F","否","60-64",3,2
"嚴重特殊傳染性肺炎","2021","24","台北市","大同區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","F","否","70+",3,1
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","M","否","65-69",2,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","大安區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","文山區","F","否","35-39",2,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","松山區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","10-14",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","15-19",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","40-44",2,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","45-49",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","F","否","70+",4,1
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","55-59",2,1
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","65-69",2,NA
"嚴重特殊傳染性肺炎","2021","24","台北市","萬華區","M","否","70+",2,1
"嚴重特殊傳染性肺炎","2021","24","台南市","佳里區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","24","台南市","佳里區","M","否","65-69",1,NA
"嚴重特殊傳染性肺炎","2021","24","嘉義縣","東石鄉","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","基隆市","七堵區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","24","基隆市","中山區","M","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","24","基隆市","中正區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","24","基隆市","仁愛區","F","否","70+",1,NA
"嚴重特殊傳染性肺炎","2021","24","基隆市","仁愛區","M","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","24","基隆市","仁愛區","M","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","24","新北市","三峽區","F","否","40-44",2,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三峽區","M","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","F","否","40-44",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","F","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","F","否","55-59",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","M","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","三重區","M","否","35-39",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","中和區","F","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","中和區","F","否","25-29",1,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","中和區","F","否","35-39",2,NA
"嚴重特殊傳染性肺炎","2021","24","新北市","中和區","F","否","40-44",1,NA
