"確定病名","發病年份","發病週別","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數.x","確定病例數.y"
"嚴重特殊傳染性肺炎","2021","19","台北市","南港區","M","否","45-49",1,2
"嚴重特殊傳染性肺炎","2021","19","台北市","大安區","M","否","60-64",6,5
"嚴重特殊傳染性肺炎","2021","19","台北市","萬華區","M","否","45-49",10,9
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","F","否","70+",4,3
"嚴重特殊傳染性肺炎","2021","19","新北市","土城區","M","否","65-69",6,5
"嚴重特殊傳染性肺炎","2021","19","新北市","板橋區","F","否","45-49",13,12
"嚴重特殊傳染性肺炎","2021","19","新北市","蘆洲區","M","否","50-54",2,1
"嚴重特殊傳染性肺炎","2021","19","桃園市","大園區","F","否","60-64",1,NA
"嚴重特殊傳染性肺炎","2021","20","南投縣","埔里鎮","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","20","南投縣","埔里鎮","M","否","50-54",1,NA
"嚴重特殊傳染性肺炎","2021","20","台中市","西區","M","否","20-24",1,NA
"嚴重特殊傳染性肺炎","2021","20","台北市","中山區","F","否","45-49",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","中正區","M","否","65-69",8,6
"嚴重特殊傳染性肺炎","2021","20","台北市","內湖區","F","否","50-54",3,2
"嚴重特殊傳染性肺炎","2021","20","台北市","內湖區","M","否","55-59",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","士林區","F","否","65-69",4,3
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","F","否","65-69",2,1
"嚴重特殊傳染性肺炎","2021","20","台北市","大同區","M","否","70+",10,9
"嚴重特殊傳染性肺炎","2021","20","台北市","大安區","M","否","60-64",4,5
"嚴重特殊傳染性肺炎","2021","20","台北市","松山區","M","否","55-59",1,2
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","F","否","50-54",60,59
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","25-29",9,10
"嚴重特殊傳染性肺炎","2021","20","台北市","萬華區","M","否","70+",54,52
"嚴重特殊傳染性肺炎","2021","20","台南市","新營區","F","否","30-34",1,NA
"嚴重特殊傳染性肺炎","2021","20","彰化縣","員林市","F","否","40-44",3,2
"嚴重特殊傳染性肺炎","2021","20","彰化縣","埔心鄉","F","否","60-64",2,1
"嚴重特殊傳染性肺炎","2021","20","彰化縣","社頭鄉","M","否","70+",NA,1
"嚴重特殊傳染性肺炎","2021","20","新北市","三峽區","M","否","35-39",2,1
"嚴重特殊傳染性肺炎","2021","20","新北市","三重區","F","否","5-9",2,1
